"id","price_doc"
30574,510246194.990157
30575,535170240.429179
30576,530141704.945868
30577,531016232.856009
30578,496931507.558258
30579,512651146.743045
30580,537137928.226997
30581,546539103.261014
30582,488382997.236629
30583,478544558.247541
30584,554628486.42982
30585,555830962.306264
30586,479134864.586886
30587,470017911.123665
30588,533639816.586432
30589,492974268.76487
30590,438534906.358584
30591,539761511.95742
30592,510683458.945228
30593,398437801.678613
30594,418420764.425338
30595,547632263.14869
30596,320255006.511996
30597,536482032.294391
30598,491421981.724369
30599,432194579.010061
30600,490350685.034446
30601,532765288.676291
30602,541073303.822632
30603,440808678.924951
30604,546757735.238549
30605,532218708.732453
30606,367916777.614688
30607,516805154.316216
30608,432194579.010061
30609,465645271.572959
30610,552223534.676932
30611,504124499.619169
30612,502594075.776422
30613,503665372.466345
30614,384073680.754545
30615,504343131.596704
30616,502812707.753957
30617,498440068.203252
30618,546539103.261014
30619,534732976.474109
30620,504124499.619169
30621,505654923.461916
30622,520303265.95678
30623,517461050.248821
30624,456244096.538942
30625,467459916.986502
30626,527080857.260374
30627,486415309.438811
30628,535760546.768525
30629,541291935.800167
30630,525550433.417627
30631,504124499.619169
30632,528829913.080656
30633,527736753.19298
30634,453401880.830983
30635,491618750.504151
30636,532328024.721221
30637,491487571.31763
30638,538231088.114673
30639,517461050.248821
30640,509153035.102481
30641,432194579.010061
30642,534732976.474109
30643,479856350.112753
30644,490132053.056911
30645,490787948.989517
30646,529048545.058191
30647,512629283.545292
30648,353924331.052429
30649,505217659.506846
30650,545664575.350873
30651,497652993.084125
30652,510246194.990157
30653,508169191.203572
30654,505654923.461916
30655,502484759.787655
30656,534732976.474109
30657,517679682.226357
30658,475265078.584512
30659,524981990.276035
30660,498002804.248181
30661,538952573.64054
30662,492974268.76487
30663,346272211.838694
30664,494067428.652546
30665,465645271.572959
30666,505436291.484381
30667,523167344.862492
30668,482261301.865641
30669,504124499.619169
30670,541291935.800167
30671,491881108.877193
30672,497915351.457167
30673,458430416.314295
30674,475920974.517118
30675,541073303.822632
30676,487289837.348952
30677,548288159.081296
30678,382346488.132016
30679,516149258.38361
30680,485540781.52867
30681,556399405.447855
30682,502375443.798887
30683,483594956.928606
30684,548506791.058832
30685,498221436.225716
30686,497346908.315575
30687,531890760.76615
30688,534995334.847151
30689,494941956.562687
30690,344304524.040877
30691,548069527.103761
30692,523364113.642274
30693,460398104.112112
30694,548288159.081296
30695,526643593.305303
30696,530141704.945868
30697,498658700.180787
30698,498221436.225716
30699,541729199.755238
30700,532983920.653826
30701,490044600.265897
30702,519866002.00171
30703,533027647.049334
30704,487945733.281558
30705,508934403.124945
30706,377973848.581311
30707,465382913.199917
30708,444875233.707107
30709,541860378.941759
30710,498877332.158322
30711,504343131.596704
30712,525550433.417627
30713,553972590.497214
30714,526206329.350233
30715,503009476.533739
30716,483594956.928606
30717,530578968.900938
30718,447061553.48246
30719,406177373.683362
30720,510683458.945228
30721,582394747.576801
30722,444000705.796966
30723,465645271.572959
30724,460201335.332331
30725,515711994.428539
30726,447717449.415066
30727,494548419.003124
30728,454035913.565836
30729,470411448.683228
30730,533421184.608897
30731,477232766.382329
30732,540636039.867561
30733,449247873.257813
30734,535760546.768525
30735,491028444.164806
30736,474171918.696835
30737,532109392.743685
30738,536919296.249462
30739,470411448.683228
30740,482698565.820711
30741,449575821.224116
30742,532983920.653826
30743,532328024.721221
30744,473625338.752997
30745,488164365.259093
30746,491028444.164806
30747,476358238.472188
30748,378629744.513916
30749,544790047.440732
30750,487464742.930981
30751,516805154.316216
30752,503577919.675331
30753,475767932.132843
30754,538668352.069744
30755,455478884.617569
30756,418420764.425338
30757,527080857.260374
30758,501282283.91121
30759,525987697.372697
30760,455478884.617569
30761,494504692.607617
30762,456244096.538942
30763,487945733.281558
30764,465645271.572959
30765,543040991.62045
30766,502747118.160697
30767,484884885.596064
30768,548944055.013902
30769,500845019.95614
30770,465645271.572959
30771,548288159.081296
30772,487945733.281558
30773,432194579.010061
30774,504124499.619169
30775,476139606.494653
30776,534732976.474109
30777,465645271.572959
30778,486415309.438811
30779,518116946.181427
30780,512869778.72058
30781,535694957.175264
30782,499095964.135858
30783,492537004.809799
30784,537356560.204532
30785,540198775.912491
30786,531453496.81108
30787,478544558.247541
30788,490350685.034446
30789,498658700.180787
30790,525550433.417627
30791,481824037.91057
30792,534339438.914545
30793,469208972.806784
30794,456244096.538942
30795,489476157.124305
30796,411643173.121744
30797,446405657.549854
30798,535388872.406715
30799,466957063.438171
30800,430226891.212243
30801,477232766.382329
30802,428696467.369496
30803,555830962.306264
30804,546670282.447535
30805,471985598.921482
30806,535760546.768525
30807,515056098.495933
30808,500626387.978604
30809,498899195.356076
30810,451871456.988236
30811,523364113.642274
30812,532109392.743685
30813,543915519.530591
30814,529529535.408769
30815,533858448.563968
30816,473734654.741765
30817,541073303.822632
30818,504999027.52931
30819,482917197.798247
30820,520740529.911851
30821,386500495.705187
30822,517679682.226357
30823,526643593.305303
30824,536263400.316856
30825,498986648.14709
30826,485103517.573599
30827,485540781.52867
30828,531672128.788615
30829,517679682.226357
30830,480424793.254344
30831,544571415.463197
30832,529048545.058191
30833,531453496.81108
30834,524238641.552415
30835,491881108.877193
30836,459960840.157042
30837,516149258.38361
30838,550693110.834184
30839,544790047.440732
30840,443782073.819431
30841,496035116.450364
30842,526424961.327768
30843,546976367.216085
30844,418420764.425338
30845,476576870.449723
30846,531453496.81108
30847,518116946.181427
30848,444000705.796966
30849,525987697.372697
30850,527299489.237909
30851,509699615.046319
30852,443782073.819431
30853,548506791.058832
30854,532765288.676291
30855,511798482.030658
30856,506092187.416987
30857,559154168.3648
30858,529704440.990797
30859,471985598.921482
30860,535388872.406715
30861,513547537.85094
30862,525113169.462556
30863,510027563.012622
30864,517679682.226357
30865,490044600.265897
30866,433287738.897737
30867,546976367.216085
30868,501938179.843816
30869,539980143.934956
30870,507185347.304663
30871,501282283.91121
30872,516171121.581363
30873,540308091.901258
30874,533202552.631362
30875,534951608.451644
30876,531453496.81108
30877,492099740.854729
30878,491028444.164806
30879,435692690.650625
30880,477232766.382329
30881,541073303.822632
30882,472204230.899018
30883,579552531.868842
30884,491028444.164806
30885,532983920.653826
30886,421481612.110832
30887,516367890.361145
30888,531453496.81108
30889,530578968.900938
30890,490132053.056911
30891,502747118.160697
30892,502747118.160697
30893,531453496.81108
30894,519866002.00171
30895,525725338.999655
30896,534295712.519038
30897,487508469.326487
30898,522402132.941119
30899,539127479.222568
30900,556246363.063581
30901,526424961.327768
30902,541073303.822632
30903,536482032.294391
30904,498877332.158322
30905,490416274.627707
30906,498877332.158322
30907,464770743.662818
30908,525987697.372697
30909,430882787.144849
30910,447280185.459995
30911,521833689.799527
30912,531890760.76615
30913,457337256.426618
30914,536700664.271926
30915,515493362.451004
30916,488645355.609671
30917,520521897.934315
30918,534732976.474109
30919,455478884.617569
30920,527736753.19298
30921,517679682.226357
30922,522708217.709668
30923,550889879.613966
30924,485540781.52867
30925,425198355.728932
30926,530578968.900938
30927,492974268.76487
30928,543696887.553055
30929,485540781.52867
30930,452308720.943307
30931,490787948.989517
30932,551786270.721861
30933,540417407.890026
30934,434599530.762949
30935,523014302.478218
30936,535760546.768525
30937,436567218.560767
30938,617157232.004911
30939,348239899.636512
30940,530600832.098692
30941,516805154.316216
30942,546670282.447535
30943,456375275.725463
30944,498899195.356076
30945,532983920.653826
30946,425416987.706467
30947,529245313.837973
30948,496472380.405434
30949,504124499.619169
30950,514618834.540863
30951,401367470.177586
30952,444000705.796966
30953,502812707.753957
30954,504780395.551775
30955,538668352.069744
30956,524675905.507486
30957,538012456.137138
30958,290302425.589662
30959,480293614.067823
30960,496691012.382969
30961,527080857.260374
30962,476139606.494653
30963,541073303.822632
30964,572337676.610178
30965,482698565.820711
30966,470673807.056271
30967,454495040.71866
30968,534732976.474109
30969,550671247.636431
30970,477232766.382329
30971,440065330.201331
30972,550671247.636431
30973,484294579.256719
30974,532983920.653826
30975,504124499.619169
30976,477232766.382329
30977,526665456.503057
30978,484666253.618529
30979,555830962.306264
30980,266996256.784401
30981,465645271.572959
30982,475789795.330596
30983,541073303.822632
30984,490416274.627707
30985,536263400.316856
30986,481824037.91057
30987,477888662.314935
30988,524020009.57488
30989,489913421.079376
30990,454495040.71866
30991,474171918.696835
30992,505436291.484381
30993,496909644.360505
30994,548506791.058832
30995,518991474.091568
30996,491028444.164806
30997,431538683.077455
30998,524894537.485021
30999,457118624.449083
31000,482698565.820711
31001,477232766.382329
31002,511339354.877833
31003,482917197.798247
31004,541073303.822632
31005,533421184.608897
31006,532983920.653826
31007,534951608.451644
31008,498986648.14709
31009,534295712.519038
31010,519428738.046639
31011,527474394.819937
31012,477232766.382329
31013,443016861.898057
31014,499533228.090928
31015,515930626.406074
31016,527474394.819937
31017,498440068.203252
31018,526206329.350233
31019,518991474.091568
31020,521134067.471414
31021,449947495.585926
31022,422356140.020973
31023,489672925.904087
31024,551130374.789255
31025,450559665.123025
31026,521615057.821992
31027,509808931.035087
31028,533202552.631362
31029,467612959.370777
31030,535213966.824686
31031,482261301.865641
31032,487727101.304023
31033,432194579.010061
31034,534732976.474109
31035,483594956.928606
31036,537793824.159603
31037,341462308.332918
31038,526206329.350233
31039,514422065.761081
31040,502812707.753957
31041,523364113.642274
31042,534732976.474109
31043,526424961.327768
31044,530578968.900938
31045,529267177.035727
31046,407270533.571039
31047,475702342.539582
31048,520303265.95678
31049,522270953.754598
31050,435692690.650625
31051,504124499.619169
31052,541073303.822632
31053,391900705.550308
31054,482479933.843176
31055,503468603.686563
31056,440808678.924951
31057,485540781.52867
31058,458649048.29183
31059,535388872.406715
31060,480949510.000429
31061,477232766.382329
31062,502812707.753957
31063,550671247.636431
31064,529704440.990797
31065,474390550.674371
31066,529704440.990797
31067,478325926.270006
31068,525550433.417627
31069,509371667.080016
31070,516171121.581363
31071,556246363.063581
31072,498877332.158322
31073,541073303.822632
31074,526643593.305303
31075,454932304.67373
31076,521833689.799527
31077,490416274.627707
31078,525550433.417627
31079,499402048.904407
31080,535760546.768525
31081,504583626.771993
31082,450122401.167954
31083,498899195.356076
31084,498440068.203252
31085,448438934.940932
31086,533027647.049334
31087,532328024.721221
31088,549599950.946508
31089,543915519.530591
31090,385188703.839975
31091,551239690.778023
31092,481824037.91057
31093,465645271.572959
31094,517242418.271286
31095,545883207.328408
31096,348021267.658977
31097,456462728.516477
31098,490569317.011982
31099,470892439.033806
31100,535607504.38425
31101,534514344.496573
31102,520303265.95678
31103,449685137.212883
31104,546539103.261014
31105,500845019.95614
31106,518554210.136498
31107,452308720.943307
31108,520740529.911851
31109,498658700.180787
31110,498833605.762815
31111,429352363.302102
31112,538012456.137138
31113,534514344.496573
31114,545664575.350873
31115,498658700.180787
31116,522270953.754598
31117,518116946.181427
31118,540308091.901258
31119,550889879.613966
31120,539761511.95742
31121,503249971.709028
31122,479637718.135217
31123,516171121.581363
31124,520959161.889386
31125,496909644.360505
31126,432413210.987596
31127,502812707.753957
31128,535170240.429179
31129,498658700.180787
31130,456287822.934449
31131,483791725.708388
31132,505436291.484381
31133,497784172.270646
31134,520303265.95678
31135,475483710.562047
31136,490132053.056911
31137,520740529.911851
31138,534514344.496573
31139,540308091.901258
31140,485759413.506205
31141,515493362.451004
31142,498440068.203252
31143,520893572.296125
31144,541073303.822632
31145,532765288.676291
31146,533639816.586432
31147,446187025.572319
31148,465645271.572959
31149,541073303.822632
31150,444000705.796966
31151,533639816.586432
31152,432194579.010061
31153,498658700.180787
31154,455588200.606336
31155,530141704.945868
31156,484010357.685923
31157,512345061.974496
31158,476358238.472188
31159,481386773.9555
31160,531453496.81108
31161,550671247.636431
31162,509153035.102481
31163,539105616.024814
31164,478763190.225076
31165,477014134.404794
31166,491028444.164806
31167,527518121.215444
31168,458430416.314295
31169,531672128.788615
31170,530578968.900938
31171,469143383.213524
31172,498658700.180787
31173,484447621.640994
31174,492755636.787334
31175,435474058.67309
31176,516171121.581363
31177,444000705.796966
31178,523145481.664739
31179,559657021.913131
31180,525550433.417627
31181,498112120.236949
31182,529923072.968333
31183,450341033.145489
31184,542603727.665379
31185,540308091.901258
31186,478325926.270006
31187,534514344.496573
31188,516171121.581363
31189,523342250.444521
31190,506310819.394522
31191,436567218.560767
31192,497150139.535794
31193,506070324.219233
31194,405084213.795686
31195,501938179.843816
31196,546320471.283479
31197,435911322.628161
31198,519210106.069104
31199,535760546.768525
31200,467197558.61346
31201,548288159.081296
31202,534077080.541503
31203,477232766.382329
31204,542560001.269872
31205,456375275.725463
31206,532109392.743685
31207,525550433.417627
31208,531890760.76615
31209,518772842.114033
31210,506922988.931621
31211,485759413.506205
31212,514903056.111659
31213,470236543.1012
31214,530600832.098692
31215,516171121.581363
31216,491028444.164806
31217,477232766.382329
31218,459392397.01545
31219,502747118.160697
31220,525331801.440092
31221,540308091.901258
31222,503031339.731493
31223,492187193.645743
31224,504999027.52931
31225,452745984.898378
31226,481824037.91057
31227,495532262.902032
31228,434818162.740484
31229,535607504.38425
31230,474609182.651906
31231,541073303.822632
31232,530600832.098692
31233,539127479.222568
31234,530360336.923403
31235,499402048.904407
31236,532546656.698756
31237,450122401.167954
31238,536482032.294391
31239,446405657.549854
31240,520740529.911851
31241,536482032.294391
31242,477232766.382329
31243,541073303.822632
31244,477232766.382329
31245,505654923.461916
31246,497565540.293111
31247,498658700.180787
31248,520084633.979245
31249,490044600.265897
31250,502812707.753957
31251,481386773.9555
31252,478544558.247541
31253,499533228.090928
31254,476795502.427259
31255,448154713.370136
31256,528829913.080656
31257,498658700.180787
31258,497128276.33804
31259,489476157.124305
31260,501282283.91121
31261,377973848.581311
31262,490416274.627707
31263,478544558.247541
31264,541444978.184442
31265,522052321.777062
31266,501719547.866281
31267,540286228.703505
31268,527474394.819937
31269,498658700.180787
31270,541073303.822632
31271,520959161.889386
31272,480074982.090288
31273,517023786.293751
31274,541510567.777703
31275,541073303.822632
31276,519647370.024174
31277,548725423.036367
31278,455369568.628801
31279,406396005.660897
31280,501500915.888746
31281,481386773.9555
31282,449947495.585926
31283,478544558.247541
31284,522270953.754598
31285,495226178.133483
31286,484884885.596064
31287,481824037.91057
31288,523364113.642274
31289,452964616.875913
31290,506922988.931621
31291,514400202.563327
31292,534951608.451644
31293,477232766.382329
31294,541073303.822632
31295,384073680.754545
31296,496625422.789709
31297,515821310.417307
31298,527955385.170515
31299,491421981.724369
31300,503031339.731493
31301,454385724.729892
31302,503031339.731493
31303,497784172.270646
31304,481386773.9555
31305,440939858.111472
31306,551786270.721861
31307,465645271.572959
31308,491006580.967052
31309,484228989.663458
31310,285929786.038956
31311,522926849.687204
31312,547850895.126226
31313,444219337.774501
31314,535213966.824686
31315,483594956.928606
31316,434512077.971935
31317,446624289.52739
31318,496909644.360505
31319,530600832.098692
31320,523145481.664739
31321,433703139.655054
31322,418420764.425338
31323,485759413.506205
31324,499970492.045999
31325,544571415.463197
31326,550474478.856649
31327,498221436.225716
31328,420169820.24562
31329,499402048.904407
31330,466301167.505565
31331,444000705.796966
31332,545664575.350873
31333,546101839.305943
31334,527474394.819937
31335,539061889.629307
31336,488382997.236629
31337,530578968.900938
31338,532765288.676291
31339,545445943.373338
31340,532328024.721221
31341,490132053.056911
31342,525331801.440092
31343,556246363.063581
31344,551349006.76679
31345,491225212.944587
31346,540308091.901258
31347,482917197.798247
31348,454057776.763589
31349,451434193.033166
31350,534732976.474109
31351,540198775.912491
31352,501063651.933675
31353,538231088.114673
31354,519428738.046639
31355,363106874.108911
31356,531453496.81108
31357,532328024.721221
31358,505217659.506846
31359,477232766.382329
31360,311072463.455514
31361,545883207.328408
31362,486918162.987142
31363,498658700.180787
31364,529267177.035727
31365,550889879.613966
31366,500626387.978604
31367,487727101.304023
31368,522052321.777062
31369,516171121.581363
31370,469580647.168594
31371,440349551.772127
31372,477232766.382329
31373,531672128.788615
31374,502812707.753957
31375,531453496.81108
31376,535694957.175264
31377,470236543.1012
31378,517242418.271286
31379,325064910.017772
31380,538231088.114673
31381,499314596.113393
31382,548069527.103761
31383,488820261.191699
31384,322441326.287349
31385,418858028.380409
31386,506748083.349593
31387,445093865.684643
31388,482151985.876873
31389,529704440.990797
31390,497565540.293111
31391,499402048.904407
31392,481605405.933035
31393,478107294.29247
31394,534951608.451644
31395,533421184.608897
31396,462365791.90993
31397,521134067.471414
31398,560968813.778343
31399,444219337.774501
31400,537575192.182067
31401,461709895.977324
31402,482479933.843176
31403,529704440.990797
31404,548069527.103761
31405,534514344.496573
31406,487464742.930981
31407,555830962.306264
31408,478544558.247541
31409,490809812.18727
31410,448810609.302742
31411,491006580.967052
31412,454057776.763589
31413,498658700.180787
31414,505217659.506846
31415,453839144.786054
31416,530578968.900938
31417,547632263.14869
31418,480949510.000429
31419,491881108.877193
31420,482261301.865641
31421,534514344.496573
31422,517679682.226357
31423,477232766.382329
31424,254665413.251411
31425,534514344.496573
31426,548944055.013902
31427,482479933.843176
31428,503249971.709028
31429,457337256.426618
31430,516171121.581363
31431,498658700.180787
31432,497346908.315575
31433,541729199.755238
31434,540308091.901258
31435,450559665.123025
31436,492974268.76487
31437,440808678.924951
31438,504780395.551775
31439,331186605.38876
31440,516367890.361145
31441,529704440.990797
31442,435036794.718019
31443,478107294.29247
31444,511557986.855369
31445,502594075.776422
31446,462540697.491958
31447,538886984.047279
31448,473953286.7193
31449,517242418.271286
31450,520303265.95678
31451,489038893.169235
31452,462803055.865001
31453,552660798.632002
31454,527955385.170515
31455,503905867.641634
31456,529704440.990797
31457,487945733.281558
31458,399596551.15955
31459,516586522.33868
31460,529704440.990797
31461,541729199.755238
31462,542560001.269872
31463,499139690.531365
31464,537575192.182067
31465,531453496.81108
31466,279305237.119637
31467,555830962.306264
31468,480512246.045358
31469,531453496.81108
31470,498658700.180787
31471,452527352.920842
31472,504583626.771993
31473,497346908.315575
31474,465382913.199917
31475,525703475.801902
31476,386937759.660257
31477,518116946.181427
31478,550037214.901579
31479,520740529.911851
31480,513525674.653186
31481,489913421.079376
31482,476358238.472188
31483,493411532.71994
31484,465645271.572959
31485,512651146.743045
31486,560312917.845737
31487,548506791.058832
31488,454057776.763589
31489,486196677.461276
31490,534295712.519038
31491,539324248.00235
31492,489257525.14677
31493,474390550.674371
31494,519210106.069104
31495,527299489.237909
31496,506529451.372057
31497,520084633.979245
31498,485103517.573599
31499,452964616.875913
31500,485540781.52867
31501,508715771.14741
31502,493848796.675011
31503,542166463.710308
31504,506092187.416987
31505,461097726.440225
31506,494286060.630081
31507,522270953.754598
31508,462803055.865001
31509,540198775.912491
31510,524238641.552415
31511,529704440.990797
31512,465645271.572959
31513,342992732.175665
31514,413173596.964491
31515,526424961.327768
31516,464989375.640353
31517,534295712.519038
31518,501063651.933675
31519,526206329.350233
31520,546976367.216085
31521,542603727.665379
31522,523364113.642274
31523,500845019.95614
31524,496625422.789709
31525,439409434.268725
31526,490416274.627707
31527,431757315.05499
31528,550037214.901579
31529,536700664.271926
31530,478544558.247541
31531,498002804.248181
31532,490416274.627707
31533,438097642.403513
31534,504343131.596704
31535,498221436.225716
31536,482042669.888105
31537,532983920.653826
31538,502484759.787655
31539,528174017.14805
31540,498833605.762815
31541,504124499.619169
31542,540417407.890026
31543,550889879.613966
31544,529704440.990797
31545,487945733.281558
31546,441027310.902486
31547,520521897.934315
31548,545008679.418267
31549,502812707.753957
31550,532546656.698756
31551,533202552.631362
31552,515493362.451004
31553,524238641.552415
31554,503468603.686563
31555,525550433.417627
31556,521134067.471414
31557,525550433.417627
31558,481824037.91057
31559,504124499.619169
31560,521134067.471414
31561,444219337.774501
31562,281557146.48825
31563,555830962.306264
31564,495379220.517758
31565,500189124.023534
31566,521396425.844456
31567,450996929.078095
31568,489694789.10184
31569,523735788.004084
31570,447936081.392601
31571,547194999.19362
31572,550671247.636431
31573,542385095.687844
31574,453401880.830983
31575,491028444.164806
31576,433943634.830343
31577,498986648.14709
31578,529485809.013262
31579,498658700.180787
31580,504343131.596704
31581,519210106.069104
31582,496691012.382969
31583,481168141.977964
31584,526643593.305303
31585,530600832.098692
31586,444241200.972255
31587,454932304.67373
31588,489038893.169235
31589,531344180.822312
31590,482479933.843176
31591,485540781.52867
31592,433703139.655054
31593,484666253.618529
31594,517286144.666793
31595,526862225.282839
31596,524238641.552415
31597,538449720.092209
31598,523998146.377126
31599,450996929.078095
31600,501719547.866281
31601,417983500.470267
31602,486633941.416346
31603,494941956.562687
31604,568183669.037007
31605,529704440.990797
31606,502812707.753957
31607,482917197.798247
31608,486633941.416346
31609,532765288.676291
31610,489694789.10184
31611,502484759.787655
31612,531453496.81108
31613,516171121.581363
31614,413173596.964491
31615,492974268.76487
31616,493411532.71994
31617,510027563.012622
31618,473122485.204666
31619,487071205.371417
31620,532328024.721221
31621,519866002.00171
31622,354798858.96257
31623,500189124.023534
31624,516171121.581363
31625,452090088.965772
31626,533639816.586432
31627,522795670.500682
31628,468487487.280918
31629,461928527.954859
31630,533027647.049334
31631,477232766.382329
31632,461491263.999789
31633,546320471.283479
31634,484666253.618529
31635,441027310.902486
31636,538668352.069744
31637,498658700.180787
31638,521134067.471414
31639,546670282.447535
31640,455806832.583871
31641,540308091.901258
31642,497652993.084125
31643,479856350.112753
31644,481168141.977964
31645,498986648.14709
31646,480074982.090288
31647,544134151.508126
31648,459742208.179507
31649,545227311.395802
31650,517461050.248821
31651,467394327.393241
31652,506070324.219233
31653,543259623.597985
31654,517679682.226357
31655,521396425.844456
31656,383876911.974763
31657,517023786.293751
31658,529704440.990797
31659,502594075.776422
31660,551349006.76679
31661,539324248.00235
31662,481386773.9555
31663,541073303.822632
31664,502747118.160697
31665,538865120.849526
31666,548725423.036367
31667,510902090.922763
31668,511273765.284573
31669,468487487.280918
31670,478544558.247541
31671,520521897.934315
31672,507185347.304663
31673,499533228.090928
31674,501719547.866281
31675,433703139.655054
31676,500626387.978604
31677,516171121.581363
31678,476205196.087913
31679,494067428.652546
31680,542385095.687844
31681,477232766.382329
31682,477888662.314935
31683,530600832.098692
31684,498986648.14709
31685,550889879.613966
31686,451434193.033166
31687,499751860.068463
31688,485846866.297219
31689,541073303.822632
31690,530251020.934635
31691,546670282.447535
31692,498921058.553829
31693,527518121.215444
31694,418420764.425338
31695,481386773.9555
31696,556246363.063581
31697,498986648.14709
31698,555830962.306264
31699,535388872.406715
31700,547850895.126226
31701,432413210.987596
31702,512432514.76551
31703,498658700.180787
31704,532546656.698756
31705,454057776.763589
31706,518116946.181427
31707,447345775.053256
31708,499970492.045999
31709,490569317.011982
31710,450778297.10056
31711,513307042.675651
31712,489476157.124305
31713,502812707.753957
31714,516171121.581363
31715,520893572.296125
31716,532109392.743685
31717,475767932.132843
31718,531453496.81108
31719,540417407.890026
31720,491662476.899658
31721,519144516.475843
31722,479856350.112753
31723,521833689.799527
31724,517242418.271286
31725,529704440.990797
31726,467175695.415706
31727,530141704.945868
31728,527627437.204212
31729,504124499.619169
31730,534732976.474109
31731,447411364.646517
31732,482042669.888105
31733,535388872.406715
31734,531453496.81108
31735,499489501.695421
31736,501719547.866281
31737,498658700.180787
31738,502812707.753957
31739,530797600.878474
31740,500845019.95614
31741,360046026.423417
31742,440808678.924951
31743,444000705.796966
31744,516171121.581363
31745,535826136.361785
31746,487289837.348952
31747,529704440.990797
31748,371633521.232787
31749,498658700.180787
31750,505217659.506846
31751,517242418.271286
31752,540308091.901258
31753,555830962.306264
31754,470892439.033806
31755,443126177.886825
31756,558148461.268138
31757,535607504.38425
31758,523582745.619809
31759,502812707.753957
31760,498658700.180787
31761,416562392.616288
31762,504583626.771993
31763,434512077.971935
31764,537575192.182067
31765,550671247.636431
31766,471766966.943947
31767,546123702.503697
31768,477232766.382329
31769,471985598.921482
31770,526053286.965958
31771,540308091.901258
31772,525550433.417627
31773,548069527.103761
31774,487464742.930981
31775,399181150.402233
31776,541073303.822632
31777,493192900.742405
31778,390632640.080603
31779,480774604.418401
31780,481386773.9555
31781,530797600.878474
31782,541729199.755238
31783,550671247.636431
31784,547413631.171155
31785,519647370.024174
31786,502812707.753957
31787,532218708.732453
31788,516367890.361145
31789,498658700.180787
31790,541073303.822632
31791,391572757.584005
31792,521134067.471414
31793,516149258.38361
31794,482261301.865641
31795,518335578.158963
31796,508934403.124945
31797,416671708.605056
31798,516827017.513969
31799,517023786.293751
31800,532546656.698756
31801,556246363.063581
31802,485978045.483741
31803,497784172.270646
31804,548506791.058832
31805,556246363.063581
31806,505873555.439451
31807,516149258.38361
31808,526206329.350233
31809,518116946.181427
31810,538231088.114673
31811,486852573.393882
31812,523801377.597345
31813,502812707.753957
31814,518335578.158963
31815,498658700.180787
31816,544571415.463197
31817,555830962.306264
31818,519866002.00171
31819,467612959.370777
31820,418639396.402873
31821,486633941.416346
31822,526862225.282839
31823,516171121.581363
31824,531453496.81108
31825,515711994.428539
31826,534295712.519038
31827,520521897.934315
31828,524894537.485021
31829,493192900.742405
31830,525987697.372697
31831,544921226.627253
31832,449466505.235348
31833,467831591.348312
31834,462803055.865001
31835,538252951.312427
31836,519866002.00171
31837,543259623.597985
31838,500626387.978604
31839,523801377.597345
31840,498877332.158322
31841,498899195.356076
31842,532765288.676291
31843,550671247.636431
31844,477232766.382329
31845,489476157.124305
31846,504124499.619169
31847,549162686.991438
31848,485103517.573599
31849,495379220.517758
31850,535694957.175264
31851,460201335.332331
31852,418420764.425338
31853,498308889.016731
31854,535213966.824686
31855,516586522.33868
31856,500407756.001069
31857,473953286.7193
31858,485103517.573599
31859,352175275.232147
31860,482479933.843176
31861,406177373.683362
31862,477232766.382329
31863,490219505.847925
31864,550671247.636431
31865,549818582.924043
31866,497652993.084125
